"","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
"1",1719.07999776075,1602.80389809226,1325.96996745325,1449.22880982791,853.90037471784,1402.37669556294,1391.29780788645,753.339546112189,552.887584310102,776.537789526162
