"","1","2","3"
"2012",0.0306304324330401,0.0251408933811472,0.0310584294984289
"2013",0.0304062759750963,0.0238785182164351,0.0445249508637733
"2014",0.0300928984413739,0.0325478836612239,0.0228083233954621
"2015",0.0298043420407178,0.0336103988424851,0.0342177161112665
"2016",0.0295199122122108,0.0338120543281475,0.0256848882999774
"2017",0.0292464192926737,0.0423473913870515,0.0306348196087083
"2018",0.0289857785113931,0.0232674293260843,0.0153789486010963
"2019",0.0287398332283355,0.036653008379447,0.0279246649450912
"2020",0.0285099278846804,0.0265350689622584,0.0364671891426132
"2021",0.0282968651321283,0.032651535138463,0.0323615081213073
"2022",0.028100984922746,0.0328447267663044,0.0331925369562689
"2023",0.0279222140307814,0.0255315492219179,0.0157065188416273
"2024",0.0277601392175572,0.029379838758869,0.0268988935147794
"2025",0.027614080725563,0.0237720466837083,0.0188510826391245
"2026",0.0274831634969769,0.0220265122212667,0.0314540443531261
"2027",0.0273663817186019,0.0364747002536466,0.0273256458951893
"2028",0.0272626544306205,0.0273671295875514,0.0274556597468764
"2029",0.027170871279335,0.0169696217450911,0.0249343361024922
"2030",0.027089928496029,0.0230079439773044,0.0274615008909588
"2031",0.02701875585875,0.0350178851864854,0.0340048093885009
"2032",0.0269563357710619,0.0244510160603798,0.0255141818252658
"2033",0.0269017157472865,0.0305582651558537,0.0314159908775796
"2034",0.0268540155936437,0.0210467053346676,0.0222976130640834
"2035",0.0268124304776649,0.028183707283706,0.0330654851622745
"2036",0.0267762309295658,0.0249487179845019,0.0335381627840428
"2037",0.0267447606511691,0.0285676335479685,0.0220052807487735
"2038",0.026717432841489,0.0280024974279294,0.0194538964794684
"2039",0.026693725595524,0.0368998018016831,0.0453284731623992
"2040",0.0266731768001937,0.022094181289244,0.0195362873400972
"2041",0.0266553788405541,0.0284346146864535,0.0249489967123002
"2042",0.0266399733397528,0.0459104608454639,0.0261008422664852
"2043",0.0266266460855635,0.0268530185521165,0.0265852077543907
"2044",0.0266151222420789,0.0179807569755923,0.0277341338191571
"2045",0.026605161904456,0.0144473427561269,0.0385283789812374
"2046",0.0265965560248482,0.0262189703964765,0.04432757582953
"2047",0.0265891227165084,0.0291073863808973,0.0191808624600197
"2048",0.0265827039285205,0.0297335471175578,0.0184483057752483
"2049",0.0265771624741028,0.0179945640854133,0.0269985883888881
"2050",0.0265723793896193,0.023006066713046,0.0252439562259762
"2051",0.0265682515983158,0.0270720442458045,0.0216880814160069
"2052",0.0265646898515927,0.0228858150031825,0.024986179405512
"2053",0.0265616169207208,0.0365294694949684,0.017610260312203
"2054",0.0265589660128768,0.0304817225587273,0.0295806297882521
"2055",0.0265566793868827,0.0335644718402093,0.0250811205585678
"2056",0.0265547071458473,0.0271647731862654,0.0290855531742642
"2057",0.0265530061858618,0.0211681739384475,0.0369731732177226
"2058",0.0265515392818846,0.0338931564157475,0.0312150357389906
"2059",0.0265502742938798,0.0370137608297978,0.0292616311538984
"2060",0.0265491834781063,0.0165350705520819,0.0214608223563913
"2061",0.0265482428901628,0.0174798312081544,0.0224642020380575
"2062",0.026547431867959,0.0218928640704304,0.0263548813769122
