"","year","SSB","R"
"1",1,0.435350863469494,1.33022888381061
"2",2,1.75726124249221,2.7195858253224
"3",3,0.594990975731418,2.96942560750751
"4",4,2.20543281984266,1.91336053285704
"5",5,0.691409240456494,0.490902946056389
"6",6,1.97674297084961,5.91924321495057
"7",7,1.01914850351164,1.47827743523098
"8",8,1.10200311235454,2.52079803762163
"9",9,0.950799072025191,3.633590475764
"10",10,1.09977342729396,0.629467144848764
